Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week
421,7/1/2019,female,100,white,6,no preference,no,<100K,yes,10
422,7/1/2019,female,100,no preference,0,vanilla,yes,<100K,yes,6
423,7/1/2019,female,100,black,0,swirl,yes,<100K,yes,1
424,7/1/2019,female,100,red,7,specialty,yes,<100K,yes,4
425,7/1/2019,female,100,blue,6,specialty,yes,<100K,yes,1
426,7/1/2019,male,100,white,9,swirl,yes,,yes,8
427,7/1/2019,female,100,white,7,specialty,no,<100K,yes,3
428,7/1/2019,male,100,no preference,2,no preference,no,,yes,6
429,7/1/2019,female,100,red,4,chocolate,yes,<100K,yes,9
430,7/1/2019,male,100,white,1,swirl,no,,yes,2
431,7/1/2019,female,100,silver,8,no preference,yes,<100K,yes,9
432,7/1/2019,male,100,black,7,chocolate,no,,yes,8
433,7/1/2019,male,100,no preference,2,swirl,yes,,yes,4
434,7/1/2019,female,100,black,2,chocolate,no,<100K,yes,5
435,7/1/2019,female,100,silver,2,no preference,no,<100K,yes,9
436,7/1/2019,male,100,white,5,swirl,yes,,yes,4
437,7/1/2019,male,100,blue,0,chocolate,yes,,yes,7
438,7/1/2019,female,100,no preference,8,specialty,yes,<100K,yes,4
439,7/1/2019,female,100,white,1,swirl,yes,<100K,yes,2
440,7/1/2019,female,100,white,1,specialty,no,<100K,yes,8
441,7/1/2019,female,100,silver,1,no preference,no,<100K,yes,1
442,7/1/2019,male,100,no preference,2,specialty,no,,yes,9
443,7/1/2019,male,100,red,10,vanilla,no,,yes,8
444,7/1/2019,female,100,silver,3,swirl,no,<100K,yes,2
445,7/1/2019,female,100,blue,3,chocolate,no,<100K,yes,6
446,7/1/2019,female,100,red,2,vanilla,yes,<100K,yes,9
447,7/1/2019,female,100,red,5,no preference,no,<100K,yes,6
448,7/1/2019,female,100,no preference,9,chocolate,no,<100K,yes,10
449,7/1/2019,male,100,no preference,4,specialty,yes,,yes,1
450,7/1/2019,male,100,silver,0,chocolate,yes,,yes,9
451,7/1/2019,female,100,black,8,vanilla,no,<100K,yes,8
452,7/1/2019,female,100,red,3,swirl,yes,<100K,yes,2
453,7/1/2019,female,100,red,7,chocolate,no,<100K,yes,7
454,7/1/2019,female,100,red,4,no preference,no,<100K,yes,8
455,7/1/2019,female,100,no preference,4,chocolate,no,<100K,yes,9
456,7/1/2019,female,100,white,10,swirl,no,<100K,yes,1
457,7/1/2019,female,100,no preference,0,specialty,yes,<100K,yes,1
458,7/1/2019,female,100,no preference,1,no preference,no,<100K,yes,2
459,7/1/2019,male,100,black,1,vanilla,no,,yes,2
460,7/1/2019,female,100,white,8,vanilla,no,<100K,yes,1
461,7/1/2019,female,100,no preference,0,vanilla,yes,<100K,yes,8
462,7/1/2019,female,100,red,3,vanilla,no,<100K,yes,4
463,7/1/2019,male,100,blue,5,chocolate,yes,,yes,9
464,7/1/2019,female,100,white,6,no preference,no,<100K,yes,7
465,7/1/2019,female,100,silver,7,vanilla,no,<100K,yes,7
466,7/1/2019,male,100,blue,8,chocolate,no,,yes,8
467,7/1/2019,female,100,black,9,no preference,no,<100K,yes,4
468,7/1/2019,male,100,silver,1,swirl,yes,,yes,3
469,7/1/2019,female,100,red,10,no preference,yes,<100K,yes,8
470,7/1/2019,male,100,silver,1,no preference,yes,,yes,5
471,7/1/2019,female,100,black,3,specialty,yes,<100K,yes,7
472,7/1/2019,male,100,silver,2,swirl,no,,yes,8
473,7/1/2019,male,100,blue,1,vanilla,no,,yes,3
474,7/1/2019,male,100,silver,10,specialty,no,,yes,8
475,7/1/2019,female,100,red,10,vanilla,yes,<100K,yes,3
476,7/1/2019,male,100,no preference,9,swirl,yes,,yes,7
477,7/1/2019,female,100,no preference,7,chocolate,yes,<100K,yes,6
478,7/1/2019,female,100,silver,3,swirl,yes,<100K,yes,7
479,7/1/2019,male,100,white,0,specialty,yes,,yes,6
480,7/1/2019,male,100,white,7,swirl,no,,yes,4
481,7/1/2019,female,100,red,9,swirl,no,<100K,yes,7
482,7/1/2019,female,100,no preference,5,specialty,no,<100K,yes,8
483,7/1/2019,female,100,black,0,vanilla,no,<100K,yes,10
484,7/1/2019,male,100,white,1,swirl,no,,yes,4
485,7/1/2019,female,100,blue,6,vanilla,no,<100K,yes,1
486,7/1/2019,female,100,silver,8,vanilla,yes,<100K,yes,4
487,7/1/2019,female,100,silver,3,swirl,no,<100K,yes,8
488,7/1/2019,male,100,no preference,4,specialty,no,,yes,4
489,7/1/2019,female,100,black,7,swirl,no,<100K,yes,10
490,7/1/2019,female,100,red,7,specialty,no,<100K,yes,1
491,7/1/2019,female,100,white,0,specialty,no,<100K,yes,10
492,7/1/2019,female,100,no preference,3,specialty,yes,<100K,yes,10
493,7/1/2019,female,100,blue,4,chocolate,no,<100K,yes,10
494,7/1/2019,female,100,blue,1,swirl,no,<100K,yes,8
495,7/1/2019,female,100,silver,0,swirl,yes,<100K,yes,9
496,7/1/2019,female,100,white,10,specialty,yes,<100K,yes,6
497,7/1/2019,male,100,black,2,chocolate,yes,,yes,5
498,7/1/2019,female,100,no preference,8,swirl,yes,<100K,yes,9
499,7/1/2019,female,100,no preference,0,no preference,yes,<100K,yes,1
500,7/1/2019,male,100,no preference,4,chocolate,no,,yes,7
501,7/1/2019,female,100,white,3,specialty,no,<100K,yes,3
502,7/1/2019,male,100,black,10,swirl,no,,yes,3
503,7/1/2019,female,100,white,4,chocolate,yes,<100K,yes,6
504,7/1/2019,male,100,silver,1,no preference,yes,,yes,1
505,7/1/2019,female,100,blue,6,swirl,yes,<100K,yes,4
506,7/1/2019,male,100,silver,10,chocolate,no,,yes,8
507,7/1/2019,female,100,blue,8,no preference,no,<100K,yes,3
508,7/1/2019,female,100,black,4,vanilla,no,<100K,yes,9
509,7/1/2019,female,100,red,5,no preference,yes,<100K,yes,6
510,7/1/2019,female,100,no preference,9,vanilla,yes,<100K,yes,1
511,7/1/2019,female,100,silver,8,specialty,yes,<100K,yes,2
512,7/1/2019,male,100,black,1,chocolate,no,,yes,10
513,7/1/2019,female,100,silver,7,chocolate,yes,<100K,yes,7
514,7/1/2019,female,100,no preference,6,chocolate,no,<100K,yes,5
515,7/1/2019,female,100,white,9,vanilla,no,<100K,yes,5
516,7/1/2019,female,100,red,5,no preference,yes,<100K,yes,10
517,7/1/2019,male,100,white,6,chocolate,yes,,yes,8
518,7/1/2019,female,100,white,5,swirl,no,<100K,yes,6
519,7/1/2019,female,100,black,10,chocolate,yes,<100K,yes,7
520,7/1/2019,female,100,silver,6,no preference,no,<100K,yes,8
521,7/1/2019,female,100,red,5,no preference,no,<100K,yes,6
522,7/1/2019,female,100,no preference,0,vanilla,no,<100K,yes,7
523,7/1/2019,male,100,red,4,vanilla,no,,yes,3
524,7/1/2019,female,100,red,5,swirl,no,<100K,yes,10
525,7/1/2019,male,100,silver,5,vanilla,no,,yes,4
526,7/1/2019,male,100,blue,1,no preference,yes,,yes,9
527,7/1/2019,female,100,red,3,vanilla,no,<100K,yes,8
528,7/1/2019,female,100,no preference,7,vanilla,no,<100K,yes,7
529,7/1/2019,male,100,blue,1,swirl,yes,,yes,8
530,7/1/2019,female,100,black,10,vanilla,no,<100K,yes,3
531,7/1/2019,male,100,black,2,specialty,yes,,yes,4
532,7/1/2019,female,100,blue,8,no preference,yes,<100K,yes,1
533,7/1/2019,female,100,white,1,vanilla,yes,<100K,yes,8
534,7/1/2019,male,100,black,8,no preference,yes,,yes,7
535,7/1/2019,female,100,no preference,1,specialty,yes,<100K,yes,1
536,7/1/2019,female,100,blue,9,vanilla,yes,<100K,yes,9
537,7/1/2019,male,100,white,1,swirl,yes,,yes,10
538,7/1/2019,male,100,no preference,8,no preference,yes,,yes,10
539,7/1/2019,male,100,red,9,specialty,yes,,yes,8
540,7/1/2019,female,100,blue,3,vanilla,yes,<100K,yes,8
541,7/1/2019,female,100,blue,1,no preference,yes,<100K,yes,5
542,7/1/2019,female,100,white,2,no preference,yes,<100K,yes,3
543,7/1/2019,female,100,no preference,5,no preference,yes,<100K,yes,10
544,7/1/2019,male,100,red,1,swirl,yes,,yes,9
545,7/1/2019,male,100,silver,2,vanilla,yes,,yes,9
546,7/1/2019,female,100,no preference,10,specialty,yes,<100K,yes,6
547,7/1/2019,female,100,black,1,specialty,yes,<100K,yes,9
548,7/1/2019,female,100,red,9,chocolate,yes,<100K,yes,5
549,7/1/2019,female,100,blue,1,specialty,yes,<100K,yes,1
550,7/1/2019,male,100,black,8,swirl,yes,,yes,7
551,7/1/2019,female,100,white,10,chocolate,yes,<100K,yes,9
552,7/1/2019,female,100,red,8,no preference,yes,<100K,yes,6
553,7/1/2019,male,100,blue,7,chocolate,yes,,yes,10
554,7/1/2019,male,100,no preference,7,specialty,yes,,yes,1
555,7/1/2019,male,100,silver,1,vanilla,yes,,yes,2
556,7/1/2019,female,100,no preference,8,specialty,yes,<100K,yes,5
557,7/1/2019,female,100,white,7,vanilla,yes,<100K,yes,7
558,7/1/2019,male,100,silver,8,specialty,yes,,yes,8
559,7/1/2019,male,100,white,4,swirl,yes,,yes,8
560,7/1/2019,male,100,no preference,0,specialty,yes,,yes,6
561,7/1/2019,female,100,white,2,vanilla,yes,<100K,yes,2
562,7/1/2019,female,100,blue,1,no preference,yes,<100K,yes,1
563,7/1/2019,female,100,no preference,9,chocolate,yes,<100K,yes,9
564,7/1/2019,female,100,black,1,chocolate,yes,<100K,yes,7
565,7/1/2019,female,100,no preference,7,no preference,yes,<100K,yes,6
566,7/1/2019,male,100,blue,0,no preference,yes,,yes,6
567,7/1/2019,female,100,no preference,10,no preference,yes,<100K,yes,2
568,7/1/2019,female,100,blue,7,no preference,yes,<100K,yes,7
569,7/1/2019,female,100,blue,6,vanilla,yes,<100K,yes,8
570,7/1/2019,female,100,silver,7,specialty,yes,<100K,yes,8
571,7/1/2019,male,100,blue,5,chocolate,yes,,yes,6
572,7/1/2019,male,100,silver,7,chocolate,yes,,yes,7
573,7/1/2019,female,100,black,9,swirl,yes,<100K,yes,5
574,7/1/2019,female,100,no preference,10,chocolate,yes,<100K,yes,9
575,7/1/2019,female,100,white,1,chocolate,yes,<100K,yes,8
576,7/1/2019,female,100,white,3,chocolate,yes,<100K,yes,5
577,7/1/2019,female,100,black,4,no preference,no,<100K,yes,7
578,7/1/2019,female,100,white,0,specialty,yes,<100K,yes,9
579,7/1/2019,male,100,white,,vanilla,no,,yes,10
580,7/1/2019,male,100,silver,,vanilla,no,,yes,1
581,7/1/2019,female,100,black,,swirl,no,<100K,yes,6
582,7/1/2019,female,100,no preference,4,swirl,yes,<100K,yes,5
583,7/1/2019,female,100,silver,3,chocolate,yes,<100K,yes,7
584,7/1/2019,female,100,black,3,specialty,yes,<100K,yes,4
585,7/1/2019,female,100,black,4,no preference,no,<100K,yes,1
586,7/1/2019,female,100,silver,6,no preference,yes,<100K,yes,7
587,7/1/2019,female,100,silver,5,vanilla,yes,<100K,yes,5
588,7/1/2019,female,100,silver,10,vanilla,no,<100K,yes,2
589,7/1/2019,male,100,blue,8,vanilla,no,,yes,7
590,7/1/2019,female,100,no preference,5,swirl,no,<100K,yes,9
591,7/1/2019,male,100,black,2,no preference,yes,,yes,8
592,7/1/2019,male,100,silver,5,no preference,yes,,yes,10
593,7/1/2019,female,100,blue,10,specialty,yes,<100K,yes,8
594,7/1/2019,female,100,silver,5,specialty,no,<100K,yes,9
595,7/1/2019,female,100,white,8,swirl,no,<100K,yes,10
596,7/1/2019,female,100,no preference,10,chocolate,yes,<100K,yes,8
597,7/1/2019,female,100,blue,1,vanilla,no,<100K,yes,9
598,7/1/2019,male,100,silver,2,vanilla,yes,,yes,8
599,7/1/2019,female,100,black,8,vanilla,yes,<100K,yes,2
600,7/1/2019,male,100,red,9,no preference,yes,,yes,9
601,7/1/2019,female,100,blue,4,vanilla,no,<100K,yes,10
602,7/1/2019,male,100,no preference,4,vanilla,yes,,yes,8
603,7/1/2019,female,100,black,0,no preference,no,<100K,yes,10
604,7/1/2019,female,100,white,10,swirl,yes,<100K,yes,6
605,7/1/2019,female,100,blue,5,no preference,no,<100K,yes,3
606,7/1/2019,female,100,silver,2,specialty,yes,<100K,yes,4
607,7/1/2019,female,100,no preference,6,specialty,no,<100K,yes,9
608,7/1/2019,male,100,silver,2,specialty,no,,yes,3
609,7/1/2019,female,100,silver,5,vanilla,no,<100K,yes,3
610,7/1/2019,female,100,no preference,8,no preference,no,<100K,yes,5
611,7/1/2019,male,100,silver,2,chocolate,no,,yes,9
612,7/1/2019,female,100,silver,0,vanilla,no,<100K,yes,2
613,7/1/2019,female,100,black,5,swirl,no,<100K,yes,8
614,7/1/2019,male,100,white,1,no preference,yes,,yes,1
615,7/1/2019,female,100,blue,8,no preference,yes,<100K,yes,9
616,7/1/2019,male,100,white,0,chocolate,no,,yes,10
617,7/1/2019,female,100,blue,4,swirl,no,<100K,yes,3
618,7/1/2019,female,100,black,0,no preference,no,<100K,yes,10
619,7/1/2019,female,100,black,7,no preference,yes,<100K,yes,5
620,7/1/2019,female,100,black,9,chocolate,no,<100K,yes,7
621,7/1/2019,male,100,silver,10,swirl,yes,,yes,6
622,7/1/2019,female,100,blue,5,specialty,yes,<100K,yes,10
623,7/1/2019,male,100,white,7,swirl,no,,yes,5
624,7/1/2019,female,100,white,8,vanilla,no,<100K,yes,7
625,7/1/2019,male,100,no preference,8,specialty,no,,yes,4
626,7/1/2019,male,100,black,5,swirl,yes,,yes,10
627,7/1/2019,female,100,no preference,1,chocolate,no,<100K,yes,8
628,7/1/2019,female,100,no preference,2,no preference,no,<100K,yes,10
629,7/1/2019,male,100,red,5,chocolate,no,,yes,10
630,7/1/2019,female,100,white,0,swirl,no,<100K,yes,9
631,7/1/2019,male,100,no preference,6,no preference,no,,yes,9
632,7/1/2019,male,100,white,3,vanilla,no,,yes,3
633,7/1/2019,male,100,silver,6,specialty,no,,yes,2
634,7/1/2019,female,100,blue,1,vanilla,no,<100K,yes,8
635,7/1/2019,female,100,black,,no preference,yes,<100K,yes,2
636,7/1/2019,male,100,white,,specialty,no,,yes,5
637,7/1/2019,female,100,white,,no preference,yes,<100K,yes,3
638,7/1/2019,female,100,no preference,6,swirl,yes,<100K,yes,2
639,7/1/2019,female,100,red,4,vanilla,yes,<100K,yes,6
640,7/1/2019,male,100,no preference,9,chocolate,yes,,yes,5
641,7/1/2019,male,100,black,3,chocolate,yes,,yes,10
642,7/1/2019,female,100,no preference,8,no preference,no,<100K,yes,3
643,7/1/2019,female,100,silver,3,vanilla,no,<100K,yes,8
644,7/1/2019,male,100,white,7,chocolate,yes,,yes,9
645,7/1/2019,female,100,red,0,swirl,no,<100K,yes,1
646,7/1/2019,female,100,red,1,no preference,yes,<100K,yes,4
647,7/1/2019,male,100,blue,10,no preference,yes,,yes,10
648,7/1/2019,female,100,no preference,7,swirl,yes,<100K,yes,1
649,7/1/2019,female,100,silver,5,vanilla,yes,<100K,yes,8
650,7/1/2019,female,100,white,3,swirl,no,<100K,yes,2
651,7/1/2019,male,100,white,10,specialty,no,,yes,7
652,7/1/2019,female,100,blue,9,swirl,no,<100K,yes,7
653,7/1/2019,male,100,red,4,no preference,yes,,yes,1
654,7/1/2019,female,100,no preference,9,vanilla,yes,<100K,yes,10
655,7/1/2019,male,100,blue,5,vanilla,no,,yes,4
656,7/1/2019,female,100,red,4,swirl,no,<100K,yes,1
657,7/1/2019,female,100,red,1,swirl,no,<100K,yes,9
658,7/1/2019,male,100,blue,9,vanilla,no,,yes,2
659,7/1/2019,female,100,silver,8,chocolate,yes,<100K,yes,5
660,7/1/2019,male,100,silver,10,specialty,yes,,yes,6
661,7/1/2019,female,100,white,1,specialty,no,<100K,yes,4
662,7/1/2019,female,100,silver,4,swirl,no,<100K,yes,7
663,7/1/2019,female,100,white,4,chocolate,no,<100K,yes,10
664,7/1/2019,female,100,blue,7,specialty,no,<100K,yes,1
665,7/1/2019,female,100,red,7,vanilla,no,<100K,yes,7
666,7/1/2019,female,100,black,8,no preference,no,<100K,yes,1
667,7/1/2019,female,100,no preference,1,specialty,yes,<100K,yes,10
668,7/1/2019,female,100,red,7,vanilla,no,<100K,yes,4
669,7/1/2019,male,100,blue,10,chocolate,no,,yes,6
670,7/1/2019,male,100,no preference,4,specialty,no,,yes,10
671,7/1/2019,male,100,blue,0,vanilla,no,,yes,9
672,7/1/2019,female,100,black,10,no preference,no,<100K,yes,9
673,7/1/2019,female,100,no preference,7,specialty,no,<100K,yes,8
674,7/1/2019,female,100,blue,5,specialty,no,<100K,yes,7
675,7/1/2019,female,100,black,5,specialty,no,<100K,yes,3
676,7/1/2019,female,100,white,10,specialty,yes,<100K,yes,9
677,7/1/2019,female,100,silver,2,swirl,yes,<100K,yes,10
678,7/1/2019,male,100,blue,0,vanilla,no,,yes,5
679,7/1/2019,female,100,blue,0,no preference,no,<100K,yes,4
680,7/1/2019,male,100,silver,8,chocolate,no,,yes,7
681,7/1/2019,female,100,white,0,chocolate,no,<100K,yes,7
682,7/1/2019,female,100,red,4,specialty,yes,<100K,yes,2
683,7/1/2019,male,100,silver,8,no preference,no,,yes,3
684,7/1/2019,female,100,red,10,swirl,yes,<100K,yes,7
685,7/1/2019,female,100,black,3,specialty,no,<100K,yes,9
686,7/1/2019,female,100,no preference,1,swirl,no,<100K,yes,3
687,7/1/2019,female,100,no preference,2,no preference,yes,<100K,yes,10
688,7/1/2019,female,100,red,2,specialty,no,<100K,yes,3
689,7/1/2019,female,100,red,4,no preference,no,,yes,8
690,7/1/2019,female,100,red,7,vanilla,no,>100K,yes,9
691,7/1/2019,female,100,blue,3,swirl,no,>100K,yes,9
692,7/1/2019,male,100,blue,0,vanilla,yes,,yes,9
693,7/1/2019,female,100,silver,4,swirl,yes,>100K,yes,9
694,7/1/2019,male,100,red,5,specialty,no,,yes,4
695,7/1/2019,female,100,no preference,6,specialty,yes,>100K,yes,10
696,7/1/2019,female,100,white,3,chocolate,no,>100K,yes,7
697,7/1/2019,male,100,black,5,chocolate,no,,yes,8
698,7/1/2019,female,100,no preference,4,vanilla,yes,>100K,yes,10
699,7/1/2019,male,100,black,10,vanilla,no,,yes,4
700,7/1/2019,male,100,red,9,vanilla,no,,yes,7
701,7/1/2019,female,100,silver,7,no preference,no,>100K,yes,2
702,7/1/2019,female,100,silver,5,swirl,yes,>100K,yes,4
703,7/1/2019,male,100,blue,3,chocolate,no,,yes,6
704,7/1/2019,female,100,no preference,6,no preference,yes,>100K,yes,8
705,7/1/2019,female,100,white,10,vanilla,yes,>100K,yes,6
706,7/1/2019,female,100,silver,7,no preference,no,>100K,yes,5
707,7/1/2019,female,100,white,6,vanilla,no,>100K,yes,3
708,7/1/2019,male,100,black,4,swirl,yes,,yes,7
709,7/1/2019,male,100,blue,9,chocolate,yes,,yes,10
710,7/1/2019,male,100,blue,2,chocolate,no,,yes,5
711,7/1/2019,female,100,red,8,vanilla,yes,>100K,yes,5
712,7/1/2019,male,100,blue,8,specialty,no,,yes,3
713,7/1/2019,male,100,no preference,5,vanilla,no,,yes,8
714,7/1/2019,female,100,blue,1,chocolate,no,>100K,yes,5
715,7/1/2019,female,100,blue,5,vanilla,yes,>100K,yes,7
716,7/1/2019,male,100,no preference,6,vanilla,yes,,yes,3
717,7/1/2019,female,100,no preference,2,chocolate,yes,>100K,yes,10
718,7/1/2019,female,100,red,8,no preference,yes,>100K,yes,3
719,7/1/2019,male,100,black,8,no preference,no,,yes,8
720,7/1/2019,female,100,blue,7,vanilla,no,>100K,yes,9
721,7/1/2019,male,100,white,7,no preference,no,,yes,9
722,7/1/2019,female,100,silver,5,chocolate,yes,>100K,yes,10
723,7/1/2019,female,100,no preference,2,chocolate,no,>100K,yes,9
724,7/1/2019,male,100,silver,5,chocolate,yes,,yes,10
725,7/1/2019,female,100,no preference,8,vanilla,no,>100K,yes,6
726,7/1/2019,female,100,white,3,chocolate,no,>100K,yes,5
727,7/1/2019,female,100,black,0,vanilla,yes,>100K,yes,7
728,7/1/2019,female,100,red,5,vanilla,yes,>100K,yes,8
729,7/1/2019,female,100,silver,5,specialty,no,>100K,yes,8
730,7/1/2019,female,100,black,3,chocolate,no,>100K,yes,7
731,7/1/2019,male,100,red,6,chocolate,no,,yes,10
732,7/1/2019,female,100,white,9,no preference,yes,>100K,yes,2
733,7/1/2019,female,100,no preference,0,swirl,yes,>100K,yes,6
734,7/1/2019,female,100,black,10,chocolate,yes,>100K,yes,5
735,7/1/2019,female,100,red,0,vanilla,no,>100K,yes,8
736,7/1/2019,female,100,no preference,3,swirl,yes,>100K,yes,2
737,7/1/2019,female,100,red,6,chocolate,no,>100K,yes,6
738,7/1/2019,female,100,blue,4,vanilla,yes,>100K,yes,6
739,7/1/2019,male,100,red,6,swirl,no,,yes,9
740,7/1/2019,female,100,blue,10,no preference,yes,>100K,yes,8
741,7/1/2019,male,100,blue,9,specialty,no,,yes,5
742,7/1/2019,male,100,red,0,no preference,yes,,yes,9
743,7/1/2019,male,100,no preference,8,chocolate,no,,yes,10
744,7/1/2019,female,100,white,3,chocolate,no,>100K,yes,8
745,7/1/2019,female,100,red,9,no preference,yes,>100K,yes,6
746,7/1/2019,male,100,white,6,no preference,yes,,yes,2
747,7/1/2019,female,100,red,8,specialty,no,>100K,yes,7
748,7/1/2019,male,100,red,1,swirl,no,,yes,2
749,7/1/2019,male,100,white,6,vanilla,no,,yes,8
750,7/1/2019,female,100,blue,8,vanilla,yes,>100K,yes,8
751,7/1/2019,male,100,silver,0,swirl,yes,,yes,2
752,7/1/2019,female,100,no preference,4,vanilla,no,>100K,yes,10
753,7/1/2019,male,100,white,4,vanilla,yes,,yes,10
754,7/1/2019,male,100,silver,1,chocolate,yes,,yes,7
755,7/1/2019,female,100,blue,0,no preference,yes,>100K,yes,7
756,7/1/2019,female,100,white,9,swirl,no,>100K,yes,7
757,7/1/2019,male,100,white,0,specialty,no,,yes,5
758,7/1/2019,male,100,black,10,vanilla,no,,yes,3
759,7/1/2019,female,100,black,6,vanilla,no,>100K,yes,5
760,7/1/2019,female,100,white,6,no preference,no,>100K,yes,9
761,7/1/2019,female,100,blue,2,swirl,no,>100K,yes,6
762,7/1/2019,female,100,blue,4,swirl,yes,>100K,yes,5
763,7/1/2019,female,100,red,8,no preference,no,>100K,yes,9
764,7/1/2019,female,100,blue,8,vanilla,no,>100K,yes,8
765,7/1/2019,male,100,red,5,no preference,no,,yes,7
766,7/1/2019,male,100,blue,8,vanilla,no,,yes,8
767,7/1/2019,male,100,black,9,specialty,yes,,yes,1
768,7/1/2019,male,100,black,1,no preference,yes,,yes,1
769,7/1/2019,male,100,silver,5,specialty,no,,yes,6
770,7/1/2019,female,100,no preference,3,chocolate,no,>100K,yes,9
771,7/1/2019,female,100,no preference,9,swirl,no,>100K,yes,5
772,7/1/2019,female,100,silver,2,chocolate,no,>100K,yes,9
773,7/1/2019,male,100,silver,2,no preference,yes,,yes,8
774,7/1/2019,female,100,white,0,specialty,no,>100K,yes,7
775,7/1/2019,female,100,blue,2,swirl,yes,>100K,yes,2
776,7/1/2019,male,100,white,10,no preference,yes,,yes,4
777,7/1/2019,male,100,white,1,vanilla,yes,,yes,10
778,7/1/2019,female,100,silver,6,swirl,yes,>100K,yes,1
779,7/1/2019,female,100,blue,8,chocolate,yes,>100K,yes,7
780,7/1/2019,male,100,red,9,swirl,yes,,yes,6
781,7/1/2019,female,100,red,1,no preference,yes,>100K,yes,4
782,7/1/2019,male,100,blue,10,chocolate,no,,yes,9
783,7/1/2019,female,100,no preference,1,no preference,no,>100K,yes,7
784,7/1/2019,female,100,red,0,vanilla,yes,>100K,yes,4
785,7/1/2019,female,100,red,4,specialty,yes,>100K,yes,10
786,7/1/2019,female,100,silver,0,swirl,no,>100K,yes,3
787,7/1/2019,female,100,blue,3,chocolate,yes,>100K,yes,9
788,7/1/2019,male,100,silver,8,chocolate,yes,,yes,8
789,7/1/2019,female,100,black,6,specialty,yes,>100K,yes,1
790,7/1/2019,male,100,red,9,vanilla,yes,,yes,6
791,7/1/2019,male,100,silver,6,vanilla,no,,yes,6
792,7/1/2019,male,100,blue,0,no preference,no,,yes,8
793,7/1/2019,female,100,black,3,swirl,no,>100K,yes,9
794,7/1/2019,female,100,white,0,vanilla,no,>100K,yes,7
795,7/1/2019,male,100,white,7,vanilla,yes,,yes,7
796,7/1/2019,female,100,blue,3,chocolate,yes,>100K,yes,7
797,7/1/2019,female,100,red,0,vanilla,no,>100K,yes,7
798,7/1/2019,female,100,white,4,no preference,yes,>100K,yes,2
